collection_code,event_id,catalog_number,occurrence_id,scientific_name,identification_qualifier,individual_count,class,feeding_type,life_mode,habitat
GB,GB_GB09R1,880,CIM-UH_GB_880,Nucula proxima,,1,Bivalvia,Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,881,CIM-UH_GB_881,Papyridea semisulcata,,4,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,882,CIM-UH_GB_882,Parvilucina ,spp.,5,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R1,883,CIM-UH_GB_883,Parviturbo marcosi,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,884,CIM-UH_GB_884,Petricola ,sp.,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,885,CIM-UH_GB_885,Phosinella cancellina,,3,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,886,CIM-UH_GB_886,Phosinella fenestrata,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,887,CIM-UH_GB_887,Phosinella sagraiana,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,888,CIM-UH_GB_888,Phrontis antillarum,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,889,CIM-UH_GB_889,Polyschides tetraschistus,,3,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,890,CIM-UH_GB_890,Polyschides tetrodon,,2,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,891,CIM-UH_GB_891,Pseudostomatella erythrocoma,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,892,CIM-UH_GB_892,Retusa sulcata,,10,Gastropoda,Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,893,CIM-UH_GB_893,Schwartziella fischeri,,3,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,894,CIM-UH_GB_894,Simulamerelina ,spp.,7,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,895,CIM-UH_GB_895,Steironepion maculatum,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,896,CIM-UH_GB_896,Styliola subula,,3,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R1,897,CIM-UH_GB_897,Tenaturris trilineata,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,898,CIM-UH_GB_898,Transennella gerrardi,,9,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,899,CIM-UH_GB_899,Triphora ,sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,900,CIM-UH_GB_900,Trochomodulus carchedonius,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,901,CIM-UH_GB_901,Turbo cailletii,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,902,CIM-UH_GB_902,Turbonilla pupoides,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,903,CIM-UH_GB_903,Turbonilla ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,904,CIM-UH_GB_904,Vermicularia, sp.,1,Gastropoda,Suspension feeder,Benthic,coral reef
GB,GB_GB09R1,905,CIM-UH_GB_905,Vexillum cubanum,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,906,CIM-UH_GB_906,Vexillum sykesi,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,907,CIM-UH_GB_907,Vitreolina maracuya,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,908,CIM-UH_GB_908,Vitreolina, sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,909,CIM-UH_GB_909,Volvarina ,spp.,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R1,910,CIM-UH_GB_910,Volvulella ischnatracta,,1,Gastropoda,Deposit feeder,Benthic,coral reef
GB,GB_GB09R1,911,CIM-UH_GB_911,Weinkauffia macandrewii,,9,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R1,912,CIM-UH_GB_912,Zebina browniana,,7,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,913,CIM-UH_GB_913,Acteocina candei,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,914,CIM-UH_GB_914,Acteocina lepta,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,915,CIM-UH_GB_915,Agathistoma fasciatum,,5,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,916,CIM-UH_GB_916,Ailinzebina elegantissima,,6,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,917,CIM-UH_GB_917,Alvania auberiana,,14,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,918,CIM-UH_GB_918,Americardia guppyi,,5,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,919,CIM-UH_GB_919,Americardia media,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,920,CIM-UH_GB_920,Antalis antillarum,,10,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,921,CIM-UH_GB_921,Antillipecten antillarum,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,922,CIM-UH_GB_922,Atys caribaeus,,6,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,923,CIM-UH_GB_923,Bacteridium bermudense,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,924,CIM-UH_GB_924,Barbatia domingensis,,7,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,925,CIM-UH_GB_925,Barleeia ,spp.,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,926,CIM-UH_GB_926,Botula fusca,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,927,CIM-UH_GB_927,Bulla occidentalis,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,928,CIM-UH_GB_928,Caecum circumvolutum,,4,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,929,CIM-UH_GB_929,Caecum floridanum,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,930,CIM-UH_GB_930,Caecum imbricatum,,9,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,931,CIM-UH_GB_931,Caecum plicatum,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,932,CIM-UH_GB_932,Caecum regulare,,3,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,933,CIM-UH_GB_933,Carditopsis smithii,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,934,CIM-UH_GB_934,Cerithiopsis albovittata,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,935,CIM-UH_GB_935,Cerithiopsis flava,,5,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,936,CIM-UH_GB_936,Cerithium eburneum,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R2,937,CIM-UH_GB_937,Cerithium litteratum,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R2,938,CIM-UH_GB_938,Chama ,sp.,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,939,CIM-UH_GB_939,Chione cancellata,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,940,CIM-UH_GB_940,Clathrolucina costata,,3,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R2,941,CIM-UH_GB_941,Crassinella lunulata,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,942,CIM-UH_GB_942,Cumingia antillarum,,1,Bivalvia,Deposit feeder,Benthic,coral reef
GB,GB_GB09R2,943,CIM-UH_GB_943,Diacavolinia deblainvillei,,5,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R2,944,CIM-UH_GB_944,Diodora minuta,,1,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GB,GB_GB09R2,945,CIM-UH_GB_945,Emarginula phrixodes,,1,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GB,GB_GB09R2,946,CIM-UH_GB_946,Eoacmaea pustulata,,7,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,947,CIM-UH_GB_947,Ervilia nitens,,4,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,948,CIM-UH_GB_948,Eulimostraca ,spp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,949,CIM-UH_GB_949,Eulithidium bellum,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,950,CIM-UH_GB_950,Eulithidium, sp.,33,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,951,CIM-UH_GB_951,Finella adamsi,,1,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R2,952,CIM-UH_GB_952,Gadila dominguensis,,4,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,953,CIM-UH_GB_953,Gibberula ,spp.,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,954,CIM-UH_GB_954,Granulina antillensis,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,955,CIM-UH_GB_955,Haplocochlias nunezi,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,956,CIM-UH_GB_956,Heliacus cylindricus,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,957,CIM-UH_GB_957,Heliconoides inflatus,,1,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R2,958,CIM-UH_GB_958,Hemiliostraca auricincta,,5,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,959,CIM-UH_GB_959,Hemimarginula pumila,,1,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GB,GB_GB09R2,960,CIM-UH_GB_960,Horologica pupa,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,961,CIM-UH_GB_961,Hyalina ,cf. egregia,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,962,CIM-UH_GB_962,Iniforis pseudothomae,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,963,CIM-UH_GB_963,Laevicardium serratum,,4,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,964,CIM-UH_GB_964,Lima caribaea,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,965,CIM-UH_GB_965,Lucina pensylvanica,,1,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R2,966,CIM-UH_GB_966,Meioceras cornucopiae,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,967,CIM-UH_GB_967,Meioceras nitidum,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,968,CIM-UH_GB_968,Mitrella antares,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,969,CIM-UH_GB_969,Modiolus americanus,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,970,CIM-UH_GB_970,Odostomia laevigata,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,971,CIM-UH_GB_971,Papyridea semisulcata,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,972,CIM-UH_GB_972,Parvilucina ,spp.,3,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R2,973,CIM-UH_GB_973,Phlyctiderma semiasperum,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,974,CIM-UH_GB_974,Phosinella cancellina,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,975,CIM-UH_GB_975,Probata barbadensis,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,976,CIM-UH_GB_976,Retusa sulcata,,3,Gastropoda,Deposit feeder,Benthic,coral reef
GB,GB_GB09R2,977,CIM-UH_GB_977,Rissoina hummelincki,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,978,CIM-UH_GB_978,Schwartziella vanpeli,,4,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,979,CIM-UH_GB_979,Simulamerelina ,spp.,6,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,980,CIM-UH_GB_980,Transennella gerrardi,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,981,CIM-UH_GB_981,Turbonilla pupoides,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,982,CIM-UH_GB_982,Vermicularia, sp.,1,Gastropoda,Suspension feeder,Benthic,coral reef
GB,GB_GB09R2,983,CIM-UH_GB_983,Vexillum sykesi,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,984,CIM-UH_GB_984,Vitreolina maracuya,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,985,CIM-UH_GB_985,Vitreolina, sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R2,986,CIM-UH_GB_986,Weinkauffia macandrewii,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R2,987,CIM-UH_GB_987,Zebina browniana,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,988,CIM-UH_GB_988,Acteocina lepta,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,989,CIM-UH_GB_989,Acteocina recta,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,990,CIM-UH_GB_990,Acteocina ,spp.,5,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,991,CIM-UH_GB_991,Agathistoma fasciatum,,14,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,992,CIM-UH_GB_992,Ailinzebina elegantissima,,7,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,993,CIM-UH_GB_993,Alvania auberiana,,54,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,994,CIM-UH_GB_994,Alvania ,spp.,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,995,CIM-UH_GB_995,Americardia guppyi,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,996,CIM-UH_GB_996,Americardia media,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,997,CIM-UH_GB_997,Ameritella consobrina,,1,Bivalvia,Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,998,CIM-UH_GB_998,Amphithalamus niger,,3,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,999,CIM-UH_GB_999,Antalis antillarum,,27,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1000,CIM-UH_GB_1000,Arca zebra,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1001,CIM-UH_GB_1001,Atlantilux exigua,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1002,CIM-UH_GB_1002,Atlantilux gemmata,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1003,CIM-UH_GB_1003,Atys caribaeus,,4,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1004,CIM-UH_GB_1004,Bacteridium bermudense,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1005,CIM-UH_GB_1005,Bacteridium resticulum,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1006,CIM-UH_GB_1006,Bacteridium ,sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1007,CIM-UH_GB_1007,Barbatia domingensis,,10,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1008,CIM-UH_GB_1008,Barleeia ,spp.,13,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1009,CIM-UH_GB_1009,Boonea seminuda,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1010,CIM-UH_GB_1010,Bulla occidentalis,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1011,CIM-UH_GB_1011,Caecum ,cf. gurgulio,5,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1012,CIM-UH_GB_1012,Caecum ,cf. textile,6,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1013,CIM-UH_GB_1013,Caecum circumvolutum,,24,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1014,CIM-UH_GB_1014,Caecum floridanum,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1015,CIM-UH_GB_1015,Caecum imbricatum,,29,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1016,CIM-UH_GB_1016,Caecum laeve,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1017,CIM-UH_GB_1017,Caecum plicatum,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1018,CIM-UH_GB_1018,Caecum regulare,,73,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1019,CIM-UH_GB_1019,Cerithiopsis albovittata,,4,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1020,CIM-UH_GB_1020,Cerithiopsis flava,,12,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1021,CIM-UH_GB_1021,Cerithium eburneum,,8,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,1022,CIM-UH_GB_1022,Cerithium litteratum,,12,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,1023,CIM-UH_GB_1023,Chama ,sp.,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1024,CIM-UH_GB_1024,Chioneryx pygmaea,,2,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1025,CIM-UH_GB_1025,Columbella mercatoria,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1026,CIM-UH_GB_1026,Compressidens wellsiana,,1,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1027,CIM-UH_GB_1027,Coralliophila salebrosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1028,CIM-UH_GB_1028,Cosmotriphora melanura,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1029,CIM-UH_GB_1029,Crassinella lunulata,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1030,CIM-UH_GB_1030,Crassispira flavocincta,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1031,CIM-UH_GB_1031,Ctena imbricatula,,6,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R3,1032,CIM-UH_GB_1032,Ctenoides scaber,,3,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1033,CIM-UH_GB_1033,Cumingia vanhyningi,,5,Bivalvia,Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,1034,CIM-UH_GB_1034,Curveulima ,sp.,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1035,CIM-UH_GB_1035,Daphnella lymneiformis,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1036,CIM-UH_GB_1036,Diacavolinia deblainvillei,,7,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R3,1037,CIM-UH_GB_1037,Diacavolinia deshayesi,,4,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R3,1038,CIM-UH_GB_1038,Eoacmaea pustulata,,26,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1039,CIM-UH_GB_1039,Ervilia nitens,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1040,CIM-UH_GB_1040,Eulimostraca encalada,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1041,CIM-UH_GB_1041,Eulithidium bellum,,13,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1042,CIM-UH_GB_1042,Eulithidium, sp.,82,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1043,CIM-UH_GB_1043,Finella adamsi,,6,Gastropoda,Herbivores/Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,1044,CIM-UH_GB_1044,Granulina antillensis,,4,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1045,CIM-UH_GB_1045,Granulina molinai,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1046,CIM-UH_GB_1046,Haminoea antillarum,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1047,CIM-UH_GB_1047,Heliconoides inflatus,,2,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R3,1048,CIM-UH_GB_1048,Hemiliostraca auricincta,,19,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1049,CIM-UH_GB_1049,Hemimarginula pumila,,5,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GB,GB_GB09R3,1050,CIM-UH_GB_1050,Inbiocystiscus triplicatus,,6,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1051,CIM-UH_GB_1051,Intelcystiscus, sp.,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1052,CIM-UH_GB_1052,Laevicardium serratum,,4,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1053,CIM-UH_GB_1053,Lucina pensylvanica,,5,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R3,1054,CIM-UH_GB_1054,Marginellopsis serrei,,4,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1055,CIM-UH_GB_1055,Megalomphalus pilsbryi,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1056,CIM-UH_GB_1056,Meioceras cornucopiae,,8,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1057,CIM-UH_GB_1057,Meioceras nitidum,,33,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1058,CIM-UH_GB_1058,Melanella eulimoides,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1059,CIM-UH_GB_1059,Murchisonella spectrum,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1060,CIM-UH_GB_1060,Neotiara nodulosa,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1061,CIM-UH_GB_1061,Octomarginula ostheimerae,,1,Gastropoda,Herbivores/Carnivores,Benthic,coral reef
GB,GB_GB09R3,1062,CIM-UH_GB_1062,Papyridea semisulcata,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1063,CIM-UH_GB_1063,Parvilucina ,spp.,4,Bivalvia,Chemosymbiont,Benthic,coral reef
GB,GB_GB09R3,1064,CIM-UH_GB_1064,Phosinella cancellina,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1065,CIM-UH_GB_1065,Phosinella sagraiana,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1066,CIM-UH_GB_1066,Pitar fulminatus,,14,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1067,CIM-UH_GB_1067,Polyschides tetraschistus,,2,Scaphopoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1068,CIM-UH_GB_1068,Pyramidelloides multicostatus,,4,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1069,CIM-UH_GB_1069,Retusa sulcata,,11,Gastropoda,Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,1070,CIM-UH_GB_1070,Rissoina hummelincki,,2,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1071,CIM-UH_GB_1071,Sansonia tuberculata,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1072,CIM-UH_GB_1072,Schwartziella vanpeli,,1,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1073,CIM-UH_GB_1073,Simulamerelina ,spp.,9,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1074,CIM-UH_GB_1074,Styliola subula,,1,Gastropoda,Suspension feeder,Pelagic,coral reef
GB,GB_GB09R3,1075,CIM-UH_GB_1075,Tellinella listeri,,2,Bivalvia,Deposit feeder,Benthic,coral reef
GB,GB_GB09R3,1076,CIM-UH_GB_1076,Triptychus niveus,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1077,CIM-UH_GB_1077,Turbo cailletii,,6,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB09R3,1078,CIM-UH_GB_1078,Turbonilla pupoides,,3,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1079,CIM-UH_GB_1079,Varicorbula limatula,,1,Bivalvia,Suspension feeder,Benthic,coral reef
GB,GB_GB09R3,1080,CIM-UH_GB_1080,Vitreobalcis nutans,,1,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1081,CIM-UH_GB_1081,Vitreolina maracuya,,2,Gastropoda,Carnivores,Benthic,coral reef
GB,GB_GB09R3,1082,CIM-UH_GB_1082,Zebina browniana,,4,Gastropoda,Herbivores,Benthic,coral reef
GB,GB_GB10R1,1083,CIM-UH_GB_1083,Acteocina lepta,,4,Gastropoda,Carnivores,Benthic,seagrass
GB,GB_GB10R1,1084,CIM-UH_GB_1084,Acteocina ,spp.,4,Gastropoda,Carnivores,Benthic,seagrass
GB,GB_GB10R1,1085,CIM-UH_GB_1085,Alaba incerta,,2,Gastropoda,Herbivores,Benthic,seagrass
GB,GB_GB10R1,1086,CIM-UH_GB_1086,Alvania ,spp.,1,Gastropoda,Herbivores,Benthic,seagrass
GB,GB_GB10R1,1087,CIM-UH_GB_1087,Americardia guppyi,,3,Bivalvia,Suspension feeder,Benthic,seagrass
GB,GB_GB10R1,1088,CIM-UH_GB_1088,Americardia media,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GB,GB_GB10R1,1089,CIM-UH_GB_1089,Amerycina periscopiana,,1,Bivalvia,Suspension feeder,Benthic,seagrass
GB,GB_GB10R1,1090,CIM-UH_GB_1090,Atys sharpi,,1,Gastropoda,Herbivores,Benthic,seagrass
GB,GB_GB10R1,1091,CIM-UH_GB_1091,Brachidontes exustus,,2,Bivalvia,Suspension feeder,Benthic,seagrass
GB,GB_GB10R1,1092,CIM-UH_GB_1092,Caecum regulare,,1,Gastropoda,Herbivores,Benthic,seagrass
GB,GB_GB10R1,1093,CIM-UH_GB_1093,Calliostoma pulchrum,,1,Gastropoda,Carnivores,Benthic,seagrass
GB,GB_GB10R1,1094,CIM-UH_GB_1094,Cerithium eburneum,,4,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
GB,GB_GB10R1,1095,CIM-UH_GB_1095,Cerithium litteratum,,3,Gastropoda,Herbivores/Deposit feeder,Benthic,seagrass
